carat,cut,color,clarity,depth,table,price,x,y,z,date_sold
0.36,Ideal,5,SI1,62.3,57,$505,4.54,4.58,2.84,09/02/01
0.4,Good,2,SI1,63.7,57,$882,4.69,4.66,2.98,18/08/10
1.01,Ideal,7,SI2,59,59,"$3,982",6.57,6.61,3.89,09/02/99
0.26,Ideal,3,VS1,60.9,57,$580,4.13,4.11,2.51,21/03/11
0.76,Good,3,SI1,57.9,56,"$2,706",6.08,6,3.5,21/04/98
0.7,Ideal,6,SI2,61.5,53,"$1,702",5.74,5.77,3.54,04/02/06
0.3,Ideal,3,VVS1,61.1,55,"$1,041",4.36,4.38,2.67,18/01/16
0.58,Good,3,VS1,62.2,62,"$2,084",5.37,5.44,3.36,26/12/07
1.01,Premium,4,SI1,60.8,60,"$5,090",6.47,6.39,3.91,01/03/18
0.31,Ideal,5,IF,62.1,54,$816,4.33,4.37,2.7,01/05/18
2.25,Premium,6,SI1,60.1,60,"$18,034",,8.51,5.13,31/10/17
1.01,Premium,3,SI1,59.5,62,"$4,989",6.53,6.45,3.86,01/12/09
0.72,Premium,1,VVS2,60,57,"$3,459",5.92,5.84,3.53,14/12/05
0.31,Ideal,2,VS2,61.8,55,$872,4.39,4.35,2.7,18/08/05
1.64,Premium,6,SI1,62.4,58,"$8,716",7.58,7.52,4.71,10/08/99
0.41,Premium,1,VS2,62.6,59,$792,4.74,4.75,2.97,01/03/14
0.73,Good,5,VS1,64.1,58.8,"$2,673",5.63,5.67,3.62,14/06/16
1,Fair,3,SI1,61.3,62,"$5,040",6.45,6.37,3.93,14/06/02
0.73,Premium,1,VS2,59.8,58,"$3,250",5.89,5.85,3.51,23/10/14
0.4,Very Good,2,SI1,61.7,60,$687,4.68,4.72,2.9,11/11/98
0.31,Premium,4,VS1,62.4,58,$802,4.34,4.31,2.7,03/06/05
1,Fair,2,VS2,57.4,58,"$6,268",6.57,6.64,3.79,11/03/19
1.05,Ideal,5,SI1,60.8,56,"$5,704",6.62,6.58,4.01,31/12/17
0.31,Very Good,2,VS2,62.8,57,$680,4.33,4.37,2.73,06/05/01
0.71,Ideal,4,VS2,62.9,56,"$2,443",5.73,5.68,3.59,19/02/15
0.99,Ideal,3,VS1,61,55,"$5,947",6.46,6.52,3.96,13/09/01
0.41,Premium,4,VS2,62.6,59,"$1,061",4.76,4.73,2.97,21/05/01
0.91,Premium,3,SI1,61.7,59,"$4,036",6.21,6.17,3.82,15/12/16
1.02,Very Good,2,SI2,63.3,59,"$4,478",6.42,6.32,4.03,02/08/01
1,Premium,4,SI2,61.8,58,"$4,319",6.39,6.43,3.96,24/09/98
0.63,Ideal,2,VVS1,62.4,56,"$3,161",5.48,5.52,3.43,27/01/08
2.03,Premium,5,SI2,58.1,59,"$10,879",8.36,8.31,4.86,30/03/09
0.7,Ideal,2,VVS2,61.6,56,"$4,205",5.72,5.75,3.53,23/12/13
1.53,Premium,4,VVS1,60.6,58,"$16,601",7.49,7.45,4.53,15/10/05
1.64,Ideal,2,SI1,60.7,55,"$9,801",7.67,7.64,4.65,01/08/03
1.51,Ideal,4,VS2,62.3,54,"$13,828",7.35,7.33,4.57,27/02/01
1.53,Premium,6,VS1,61.2,59,"$10,098",7.39,7.41,4.53,05/06/12
2.01,Ideal,6,SI1,62.2,56,"$15,116",8.12,8.06,5.03,31/03/17
0.53,Ideal,5,VS1,61.7,56,"$1,607",5.22,5.18,3.21,22/03/15
0.41,Ideal,6,VVS1,61.8,55,"$1,107",4.79,4.76,2.95,15/04/15
1.51,Premium,7,SI1,60.4,62,"$6,680",7.42,7.32,4.45,13/06/11
0.51,Premium,3,SI1,61.4,59,"$1,421",5.13,5.13,3.16,12/10/98
1.57,Ideal,5,VS1,62.2,55,"$12,810",7.44,7.49,4.64,29/04/98
0.32,Ideal,2,VS1,61.6,55,$898,4.43,4.46,2.74,19/01/06
1.04,Very Good,4,VS2,61.4,63,"$5,353",6.51,6.55,4.01,16/12/17
0.67,Good,3,VS1,64.4,57,"$2,244",5.55,5.6,3.6,31/10/11
0.51,Very Good,2,VS2,63.3,57,"$1,662",5.12,5.05,3.22,22/08/18
1.52,Premium,2,SI1,62.5,59,"$12,418",7.33,7.26,4.56,14/09/06
1.01,Premium,4,SI1,60.2,59,"$5,232",6.54,6.49,3.92,04/10/16
1.57,Very Good,6,VS1,59.7,61,"$10,336",7.51,7.62,4.52,22/04/05
0.91,Good,2,I1,57.7,63,"$2,225",6.3,6.35,3.65,12/02/18
0.74,Ideal,6,VS2,61.5,57,"$2,459",5.81,5.86,3.59,21/07/05
0.26,Ideal,4,IF,61.7,54,$648,4.15,4.18,2.57,06/06/01
0.3,Ideal,4,VVS1,62.2,56,$753,4.27,4.31,2.67,06/12/98
0.62,Ideal,5,VVS1,61.1,56,"$2,197",5.48,5.52,3.36,15/01/19
1.6,Premium,7,VS1,61.3,59,"$8,870",7.49,7.52,4.6,30/11/05
1.14,Premium,1,SI2,60.3,58,"$4,972",6.79,6.71,4.07,29/09/11
0.72,Good,3,SI1,63.4,58,"$2,647",5.66,5.69,3.6,25/01/12
0.64,Good,3,IF,58.6,61,"$2,980",5.69,5.71,3.34,20/06/04
2.08,Premium,6,VVS1,62.2,58,"$15,654",8.22,8.18,5.1,14/03/19
0.31,Ideal,5,VS2,62,55,$507,4.36,4.38,2.71,22/01/01
0.81,Ideal,6,VS2,61.8,56,"$2,939",6.02,5.99,3.71,06/10/11
0.72,Very Good,2,VS2,61.4,58,"$2,667",5.78,5.82,3.56,25/03/00
1.2,Fair,3,I1,65.7,56,"$2,622",6.65,6.58,4.35,25/11/06
1.06,Very Good,6,VS1,58.5,58.3,"$5,293",6.66,6.79,3.94,22/08/16
0.46,Premium,1,VVS1,60,59,"$1,947",5.04,5,3.01,08/08/13
1.13,Ideal,2,VVS2,61.6,56,"$11,115",6.69,6.71,4.13,18/08/12
1,Good,5,VS2,57.8,59,"$4,166",6.53,6.47,3.75,17/08/12
0.3,Ideal,1,SI1,61.9,56,$552,4.28,4.31,2.66,12/09/04
1.01,Very Good,3,SI2,60.7,57,"$4,004",6.42,6.46,3.91,02/03/05
1.51,Very Good,7,VS2,59.7,59,"$8,735",7.51,7.47,4.47,22/06/17
1.04,Very Good,4,SI1,61.8,59,"$5,070",6.49,6.55,4.03,05/12/15
1.01,Ideal,3,VS1,61.8,57,"$8,860",6.41,6.46,3.98,16/05/06
0.38,Premium,4,VS1,61.9,58,$833,4.62,4.66,2.87,26/04/12
0.8,Ideal,1,VVS2,61.9,56,"$6,004",5.91,5.95,3.67,29/01/00
0.33,Ideal,2,VVS1,61.2,56,"$1,052",4.51,4.45,2.74,29/11/03
1.21,Premium,5,SI1,60.5,60,"$4,743",6.81,6.72,4.09,03/02/07
0.81,Ideal,7,VS2,62.1,56,"$2,708",5.92,5.97,3.69,03/06/10
0.44,Ideal,6,VVS1,60.9,56,"$1,145",4.9,4.96,3,27/02/99
0.51,Ideal,1,VS1,61.9,57,"$2,177",5.17,5.14,3.19,24/08/14
0.3,Ideal,3,SI1,61.9,57,$475,4.31,4.35,2.68,02/04/18
0.32,Ideal,6,IF,61.7,55,$655,4.4,4.42,2.72,01/06/06
0.35,Premium,5,VVS1,60.1,62,$956,4.57,4.52,2.73,11/07/12
0.32,Ideal,6,VS2,62.5,55,$449,4.37,4.4,2.74,08/11/09
1.22,Premium,6,VS1,61.1,58,"$6,121",6.91,6.84,4.2,08/09/06
0.62,Ideal,2,SI1,60.7,56,"$2,156",5.54,5.57,3.37,21/12/10
0.7,Good,3,VS1,63.8,58,"$2,970",5.58,5.61,3.57,17/12/01
1.57,Premium,6,VS2,62.6,58,"$9,847",7.4,7.36,4.62,10/02/12
2.28,Ideal,7,VS2,62.7,57,"$16,450",8.43,8.36,5.26,09/08/18
0.41,Ideal,4,VVS1,62.4,55,"$1,068",4.74,4.78,2.97,26/05/04
1.02,Ideal,1,SI1,61.7,56,"$7,564",6.4,6.49,3.97,03/12/98
0.72,Good,4,SI2,63.7,59,"$2,333",5.74,5.65,3.63,14/12/15
0.54,Ideal,2,VS2,61.1,57,"$1,825",5.24,5.26,3.21,09/11/98
0.78,Very Good,3,VS1,60.6,57,"$3,401",5.95,6,3.62,02/12/13
0.31,Premium,2,VS1,60,59,$734,4.38,4.42,2.64,22/02/18
1.14,Ideal,1,SI1,60.9,56,"$6,070",6.75,6.81,4.13,11/11/15
1.01,Premium,3,VS1,58.8,60,"$7,862",6.59,6.51,3.85,17/01/98
0.72,Ideal,6,VS1,61,57,"$2,048",5.76,5.83,3.56,19/01/15
0.63,Premium,2,VS2,62.4,59,"$2,344",5.5,5.46,3.42,22/12/04
1.5,Good,5,VS1,64.3,57,"$8,736",7.12,7,4.54,27/09/17
0.61,Good,3,VS1,60,65,"$2,196",5.53,5.47,3.3,14/06/04
0.33,Ideal,3,VVS2,61.4,57,$824,4.43,4.46,2.73,25/08/11
1.05,Ideal,1,SI1,61.7,56,"$5,914",6.53,6.59,4.05,22/10/01
0.34,Ideal,5,IF,61.9,55,$913,4.5,4.55,2.8,25/04/10
1.5,Premium,4,VVS2,61.2,59,"$12,821",7.4,7.31,4.5,25/12/13
0.34,Premium,1,SI1,62.4,58,$626,4.42,4.46,2.77,27/01/01
0.57,Premium,4,VVS2,60.2,60,"$2,059",5.44,5.36,3.25,19/12/03
0.43,Ideal,4,VS1,61.9,55,$943,4.84,4.86,3,26/01/11
0.35,Very Good,1,VS1,63,57,$771,4.48,4.51,2.83,22/08/15
0.58,Ideal,2,VS2,61.9,57,"$1,884",5.33,5.37,3.31,10/08/08
0.33,Very Good,4,VS2,60.9,56,$579,4.46,4.5,2.73,26/01/10
0.42,Ideal,6,VVS1,62.5,57,$945,4.8,4.77,2.99,15/09/98
1.06,Ideal,3,I1,62.1,55,"$3,544",6.54,6.57,4.07,04/01/19
0.53,Ideal,4,VVS2,61.7,54.5,"$1,993",5.2,5.26,3.23,02/10/99
0.38,Ideal,3,VS2,60.4,55,$871,4.71,4.76,2.86,27/09/06
1.13,Ideal,5,SI1,61.5,56,"$6,075",6.69,6.71,4.12,20/01/02
1.05,Very Good,1,SI1,60.5,56,"$5,821",6.59,6.7,4,05/09/04
0.69,Premium,2,VS2,61,60,"$2,045",5.68,5.63,3.45,08/04/99
0.6,Very Good,3,SI1,63.2,57,"$1,599",5.39,5.33,3.39,02/12/09
0.3,Ideal,2,VS1,61.6,55,$857,4.34,4.36,2.68,24/04/15
1.51,Ideal,5,VS2,61.9,59,"$11,696",7.29,7.34,4.53,15/02/05
0.5,Very Good,1,SI1,63.4,56,"$1,354",5.01,5.06,3.19,23/12/99
1.03,Ideal,1,SI1,62.4,57,"$5,551",6.44,6.47,4.03,14/03/14
0.48,Very Good,7,SI2,62.3,63,"$1,080",5.02,4.96,3.11,07/09/11
0.38,Ideal,3,VS2,62.1,57,"$1,026",4.67,4.61,2.88,01/08/12
1,Good,4,VS2,56.7,62,"$4,838",6.64,6.59,3.75,21/02/14
1.01,Premium,5,SI2,59.9,59,"$4,242",6.51,6.48,3.89,07/04/12
0.7,Very Good,6,VS2,62.8,59,"$2,202",5.56,5.61,3.51,14/04/06
0.9,Very Good,3,SI1,63.4,58,"$3,950",6.09,6.12,3.87,05/03/17
0.55,Ideal,2,SI1,61.6,56,"$1,621",5.26,5.28,3.25,23/10/17
0.49,Premium,4,SI1,62.4,58,"$1,072",5.05,4.99,3.13,05/02/19
0.42,Premium,4,VS2,60.1,61,"$1,087",4.84,4.81,2.9,06/07/98
1.51,Good,3,SI1,64.2,57,"$10,514",7.09,7.2,4.59,07/08/18
1.04,Premium,3,VS2,60.1,59,"$6,458",6.61,6.56,3.96,22/09/16
2.01,Very Good,4,SI1,63.2,56,"$16,742",8.04,7.96,5.06,19/08/03
0.38,Very Good,4,VS2,60.8,61,$766,4.65,4.66,2.83,17/02/10
0.38,Ideal,1,VS1,62,55,"$1,140",4.68,4.64,2.89,18/11/99
0.55,Premium,4,VS2,59.6,59,"$1,556",5.36,5.32,3.18,08/08/04
0.82,Ideal,3,SI1,62.6,57,"$2,974",5.96,6.02,3.75,04/08/00
1.31,Good,5,SI1,57.9,62,"$6,857",7.18,7.25,4.18,08/10/10
0.51,Ideal,3,VS2,61,55,"$1,591",5.17,5.21,3.17,05/08/98
1.23,Premium,7,VS2,61.9,55,"$5,504",6.94,6.88,4.28,31/05/10
0.54,Good,3,VS2,60.6,61,"$1,563",5.22,5.3,3.19,17/04/08
0.78,Ideal,5,SI2,61.9,54,"$2,012",5.89,5.85,3.63,05/07/14
0.32,Ideal,1,SI2,61.1,56,$612,4.41,4.39,2.69,04/11/00
1.1,Very Good,1,VVS2,61.7,56,"$11,132",6.64,6.65,4.1,18/11/05
0.9,Premium,5,SI1,62.6,58,"$3,387",6.12,6.08,3.82,22/04/19
1.73,Fair,5,SI2,65.9,58,"$6,007",7.52,7.45,4.93,22/08/01
0.3,Ideal,5,IF,62,55,$764,4.33,4.35,2.69,16/06/04
0.71,Ideal,2,VVS1,61.9,55,"$4,027",5.73,5.77,3.56,27/09/98
0.61,Premium,3,SI2,60.9,58,"$1,303",5.44,5.52,3.34,05/03/08
1,Fair,2,SI2,65.1,59,"$3,575",6.3,6.23,4.08,11/02/06
0.38,Ideal,5,SI1,62,54,$671,4.66,4.72,2.91,21/11/99
0.71,Very Good,1,SI1,60.9,60,"$2,690",5.71,5.76,3.49,25/08/13
0.32,Premium,5,VVS1,61.4,58,$730,4.38,4.41,2.7,06/02/18
1.01,Very Good,6,SI2,63.5,57,"$4,244",6.35,6.37,4.04,11/12/98
0.51,Good,2,VS2,63.6,54,"$1,662",5.09,5.06,3.23,26/01/02
1,Fair,6,I1,66.9,57,"$1,997",6.15,6.03,4.09,07/03/17
0.59,Ideal,6,VVS1,61.2,56,"$2,049",5.42,5.46,3.33,16/08/15
0.78,Premium,3,SI1,62.3,57,"$2,469",5.86,5.85,3.65,04/01/14
0.3,Premium,4,VS2,60.8,61,$675,4.34,4.31,2.63,31/08/13
0.42,Ideal,1,VVS1,61.8,56,"$1,547",4.79,4.82,2.97,16/08/14
1.78,Premium,5,VS1,60.2,59,"$15,460",7.83,7.96,4.75,09/09/16
0.3,Premium,2,VS2,61.8,58,$658,4.31,4.36,2.68,07/08/18
0.32,Premium,3,VS2,61.2,59,$645,4.4,4.42,2.7,07/04/03
1.01,Good,4,SI1,58.4,61,"$5,051",6.51,6.61,3.83,14/12/14
1.01,Premium,6,SI2,61.7,60,"$3,749",6.34,6.4,3.93,06/05/04
0.31,Good,1,VS2,63.6,56,$567,4.26,4.32,2.73,08/04/15
0.7,Premium,1,SI1,61.8,59,"$2,355",5.64,5.6,3.47,01/02/19
0.4,Very Good,4,VS2,62.8,61,$807,4.63,4.67,2.92,12/09/16
0.36,Ideal,1,SI1,61.2,57,$851,4.63,4.59,2.82,28/11/07
1.31,Premium,4,VS1,61.5,59,"$9,891",7,7.06,4.32,05/08/13
0.33,Ideal,2,VS2,61.6,57,$928,4.46,4.44,2.74,03/09/13
0.62,Ideal,5,IF,61.9,55,"$2,469",5.5,5.52,3.41,05/11/99
1.31,Premium,5,SI2,60,57,"$6,089",7.1,7.07,4.25,07/07/12
0.51,Very Good,5,VS1,63.4,57,"$1,437",5.09,5.06,3.22,26/12/11
1.01,Premium,4,SI1,60,58,"$4,805",6.55,6.51,3.92,22/07/17
1.2,Premium,3,SI2,62.5,59,"$5,332",6.74,6.68,4.2,22/12/99
0.42,Ideal,4,VVS1,61.4,56,"$1,179",4.81,4.83,2.96,20/10/00
0.7,Very Good,2,VVS2,61.7,57,"$4,240",5.68,5.71,3.51,01/11/05
1,Very Good,1,SI1,60.3,58,"$6,196",6.44,6.49,3.9,07/09/14
1.1,Very Good,6,VS2,61.8,58,"$5,524",6.59,6.62,4.08,01/06/03
0.42,Ideal,4,VVS1,62.8,55,"$1,245",4.78,4.8,3.01,11/03/07
1.34,Very Good,3,VS1,59.7,60,"$10,771",7.17,7.2,4.29,24/07/03
0.3,Very Good,5,VVS1,63,58,$684,4.22,4.25,2.67,06/01/04
2,Fair,5,VS1,66,56,"$14,199",7.79,7.72,5.12,28/02/04
0.4,Ideal,1,VS1,60.6,56,"$1,072",4.82,4.78,2.91,27/01/14
0.9,Very Good,6,VS2,62.8,52,"$3,764",6.19,6.23,3.9,17/03/18
2.1,Ideal,6,SI1,61.6,57,"$12,168",8.24,8.15,5.05,26/02/10
1.7,Ideal,6,SI1,61.8,55,"$10,520",7.62,7.57,4.69,16/01/99
1.08,Ideal,1,SI1,60.3,57,"$6,539",6.68,6.71,4.04,16/07/03
0.3,Premium,7,VS1,63,59,$506,4.27,4.24,2.68,13/09/07
0.71,Good,2,SI2,57.8,60,"$2,215",5.86,5.83,3.38,25/09/04
0.73,Premium,3,SI1,62.1,58,"$2,527",5.74,5.72,3.56,26/07/06
0.23,Very Good,2,VVS1,61.3,58,$472,3.94,3.96,2.42,21/07/03
0.54,Ideal,6,VVS1,62.7,57,"$1,564",5.14,5.22,3.25,15/11/10
1.01,Very Good,1,SI1,62.5,61,"$5,832",6.34,6.4,3.98,23/11/09
0.41,Very Good,3,SI2,62.6,54,$612,4.75,4.77,2.98,12/03/05
1.02,Ideal,4,VVS2,61.8,56,"$9,286",6.42,6.46,3.98,03/11/00
0.34,Ideal,3,VS1,62.1,57,$956,4.53,4.49,2.8,03/02/08
0.73,Ideal,7,SI1,62,55,"$2,184",5.75,5.86,3.6,22/08/09
0.51,Ideal,2,VS2,61,57,"$1,662",5.21,5.12,3.15,15/01/13
0.3,Ideal,5,SI1,62.9,57,$554,4.27,4.22,2.67,30/06/99
1,Good,3,SI2,63.7,57,"$3,906",6.32,6.36,4.04,04/10/99
2.29,Premium,4,SI2,62.4,60,"$15,366",8.41,8.36,5.23,22/03/17
0.92,Ideal,1,SI2,61.9,56,"$2,840",6.27,6.2,3.86,03/05/14
0.9,Good,5,SI1,63.8,58,"$3,357",6.05,6.12,3.88,16/10/98
0.5,Ideal,6,SI2,62.2,53,$895,5.11,5.14,3.19,01/10/11
0.33,Very Good,3,VVS1,60.1,56,$841,4.53,4.56,2.73,11/02/00
0.32,Ideal,4,VVS1,62.3,56,$796,4.38,4.41,2.73,19/05/18
1.2,Ideal,6,SI1,62.1,55,"$5,174",6.83,6.79,4.23,19/04/08
2.01,Premium,6,VS2,59.5,60,"$13,003",8.26,8.21,4.9,10/05/19
0.28,Ideal,2,VVS2,60.8,55,$787,4.26,4.29,2.6,20/07/17
1.21,Premium,5,SI2,60,60,"$5,285",6.96,6.91,4.16,24/07/18
0.41,Very Good,6,VVS2,63.1,56,"$1,061",4.75,4.72,2.99,26/09/98
1.28,Ideal,5,SI2,61.8,57,"$5,676",7,6.97,4.32,02/10/04
1.01,Very Good,4,VS1,60.9,55,"$7,179",6.46,6.51,3.95,28/12/07
0.31,Ideal,5,IF,61.8,56,"$1,046",4.38,4.36,2.7,26/10/04
1.51,Premium,4,VS2,62.5,59,"$12,756",7.28,7.34,4.57,09/08/13
0.34,Premium,4,SI2,62.8,59,$574,4.47,4.45,2.8,30/11/07
0.63,Ideal,2,VVS1,61.1,58,"$3,181",5.49,5.54,3.37,04/04/07
0.75,Ideal,4,VS1,62.3,57,"$2,973",5.83,5.86,3.64,01/06/16
0.3,Premium,1,VS2,61,60,$911,4.33,4.29,2.63,21/12/14
0.53,Ideal,1,VVS2,62.2,56,"$2,407",5.19,5.23,3.24,06/08/07
1.5,Ideal,4,VVS2,61.3,56,"$17,176",7.39,7.43,4.55,31/03/17
1.22,Good,4,VS2,59.9,61,"$8,533",6.88,6.91,4.13,30/03/01
0.92,Premium,4,SI2,59.4,62,"$3,555",6.36,6.34,3.77,10/06/07
0.57,Premium,1,SI1,62.6,56,"$2,001",5.4,5.34,3.36,07/02/15
0.54,Ideal,3,VS2,61,56,"$1,615",5.27,5.32,3.23,15/06/99
1.01,Good,1,SI2,63.6,57,"$4,805",6.39,6.35,4.05,14/01/07
0.35,Very Good,5,VVS1,61.1,56,$733,4.54,4.57,2.78,06/06/10
0.33,Ideal,2,VVS2,61.4,55,$802,4.46,4.5,2.75,15/08/06
1.21,Very Good,5,SI1,62.4,58,"$5,826",6.83,6.79,4.25,28/05/18
1.01,Very Good,2,SI2,61.8,56,"$4,355",6.42,6.5,3.99,31/05/10
0.7,Premium,5,VS2,61,59,"$2,251",5.72,5.65,3.47,31/08/08
1.51,Ideal,6,SI1,62.2,56,"$7,145",7.36,7.27,4.55,28/08/16
1,Very Good,4,VVS1,62.3,56,"$7,507",6.29,6.4,3.95,29/09/01
1.24,Premium,3,SI1,62.6,59,"$6,125",6.86,6.76,4.26,16/01/02
1.27,Very Good,5,VS2,62.6,57,"$7,715",6.91,6.95,4.34,30/06/11
2.06,Very Good,3,I1,58.7,61,"$9,789",8.31,8.33,4.88,13/06/01
0.34,Ideal,4,IF,61.1,57,$952,4.47,4.51,2.75,25/12/16
0.43,Ideal,2,VS2,61.9,56,"$1,048",4.88,4.85,3.01,30/09/06
0.27,Ideal,6,VS1,62,56,$432,4.16,4.19,2.59,07/02/13
0.71,Premium,6,VVS2,61.9,60,"$2,450",5.75,5.69,3.54,19/02/98
0.96,Very Good,4,SI2,63.1,56,"$3,951",6.29,6.22,3.95,26/12/08
0.5,Premium,2,VS2,61.3,59,"$1,746",5.1,5.05,3.11,12/01/13
0.32,Ideal,6,SI1,60.5,58,$450,4.43,4.49,2.7,28/01/16
0.3,Ideal,4,VVS1,62.1,57,$764,4.27,4.29,2.66,15/11/18
0.32,Very Good,2,SI1,62.2,57,$561,4.38,4.43,2.74,31/12/00
1.51,Premium,2,SI1,62.9,62,"$9,647",7.31,7.21,4.57,18/03/19
1.2,Ideal,4,VVS2,62.2,56,"$9,373",6.76,6.81,4.22,12/03/04
0.53,Premium,4,SI1,61.3,58,"$1,363",5.21,5.16,3.18,24/11/18
0.33,Ideal,5,SI2,61.2,54,$448,4.45,4.5,2.74,17/01/02
1.52,Good,4,SI1,64.4,59,"$9,368",7.18,7.25,4.65,23/05/01
0.78,Very Good,5,SI2,62.6,59,"$2,405",5.81,5.85,3.65,22/03/14
1.21,Premium,3,VVS1,63,59,"$11,175",6.75,6.7,4.24,30/03/11
0.44,Good,2,SI1,63.2,53,$756,4.84,4.87,3.07,21/06/04
0.52,Ideal,1,VS2,61.8,57,"$1,752",5.16,5.2,3.2,07/04/14
0.8,Premium,7,SI2,61.4,57,"$2,074",5.99,5.93,3.66,02/02/98
0.29,Very Good,4,VVS1,61.5,57,$607,4.24,4.27,2.62,30/04/98
2.05,Premium,7,VS2,62.3,60,"$13,667",8.15,8.09,5.06,10/07/08
0.51,Ideal,3,SI1,61.2,56,"$1,322",5.19,5.21,3.18,05/07/99
0.38,Ideal,2,IF,61.4,55,"$1,300",4.68,4.7,2.88,18/05/13
0.75,Ideal,4,VS2,60.6,55,"$2,939",5.93,5.91,3.59,30/06/98
1.51,Ideal,5,VS1,62.5,54,"$12,071",7.28,7.34,4.57,28/12/02
0.31,Ideal,5,SI1,61.5,56.5,$457,4.34,4.36,2.67,26/11/11
2,Good,6,SI1,63.9,57,"$12,554",8.01,7.91,5.09,07/03/05
0.74,Premium,2,SI2,59.1,60,"$2,553",5.98,5.94,3.52,23/08/18
1.01,Very Good,6,VS2,62.3,60,"$4,666",6.33,6.41,3.97,24/02/13
0.33,Ideal,3,VS2,61.4,57,$854,4.48,4.45,2.74,21/09/07
0.3,Very Good,4,IF,62.6,56,$863,4.27,4.29,2.68,28/09/11
1.51,Ideal,6,VS2,62.9,57,"$8,879",7.27,7.23,4.56,23/06/99
1.37,Ideal,5,VVS2,61.3,56,"$9,621",7.13,7.2,4.39,25/01/19
1.01,Premium,2,VS2,62.5,58,"$6,606",6.44,6.4,4.01,15/05/02
0.9,Premium,2,SI1,61.6,57,"$4,385",6.25,6.19,3.83,03/10/01
0.45,Good,2,SI1,63.9,57,$829,4.81,4.86,3.09,02/12/01
1.01,Ideal,3,VS1,61.3,57,"$7,465",6.44,6.47,3.96,29/11/00
0.32,Premium,2,IF,61.6,58,"$1,095",4.38,4.39,2.7,08/06/00
0.72,Ideal,2,VS2,61.5,56,"$3,385",5.71,5.77,3.53,25/12/08
0.78,Very Good,4,VS1,61.5,55,"$3,472",5.92,5.97,3.66,17/11/11
1.88,Very Good,5,VS2,63.1,55,"$12,339",7.86,7.81,4.94,12/09/18
1.59,Fair,6,SI2,65.2,58,"$7,080",7.28,7.24,4.73,10/03/03
1.21,Fair,5,VS2,64.5,56,"$5,041",6.7,6.66,4.31,21/05/02
1.12,Ideal,4,VS2,62,56,"$6,774",6.69,6.64,4.13,01/11/14
0.35,Premium,5,VS2,61.8,56,$709,4.58,4.54,2.82,01/06/07
0.97,Ideal,6,I1,61.6,53,"$2,357",6.43,6.4,3.95,06/09/04
1.22,Premium,6,SI1,62.1,58,"$5,671",6.89,6.8,4.25,18/10/16
0.33,Very Good,3,SI1,61.2,58.1,$544,4.48,4.51,2.75,09/12/11
0.71,Premium,5,VS2,61.3,59,"$2,363",5.74,5.77,3.53,22/03/01
0.33,Premium,6,VS2,61.1,59,$594,4.44,4.4,2.7,23/08/03
0.35,Ideal,5,SI2,60.3,55,$474,4.61,4.65,2.79,06/12/16
0.79,Ideal,2,VS1,62,56,"$4,240",5.9,5.93,3.67,22/11/08
0.84,Premium,3,SI2,62.3,59,"$2,863",6.06,6.01,3.76,15/11/13
0.32,Very Good,4,IF,62.4,55,$954,4.4,4.42,2.75,26/04/15
1.75,Ideal,7,VS2,62.1,56,"$9,890",7.74,7.69,4.79,23/06/16
0.56,Ideal,5,VVS1,60,56,"$1,929",5.37,5.4,3.23,16/05/06
0.58,Very Good,5,SI1,58.4,59,"$1,239",5.48,5.51,3.21,19/05/05
0.57,Ideal,5,VVS1,61.6,56,"$1,961",5.32,5.35,3.28,12/12/09
0.82,Premium,3,SI2,59.5,62,"$2,688",6.13,6.08,3.63,28/11/06
1.63,Good,6,SI1,63.7,58,"$9,730",7.48,7.4,4.74,23/07/02
0.7,Premium,2,VS2,62.8,61,"$2,737",5.66,5.62,3.54,23/07/08
1.26,Ideal,5,SI1,61,56,"$6,715",7,7.04,4.28,03/03/03
0.24,Very Good,2,VVS2,60.3,58,$552,4.03,4.06,2.44,18/06/06
0.3,Ideal,3,IF,60.9,56,$892,4.32,4.35,2.64,21/12/10
0.36,Ideal,5,VS2,62.1,55,$568,4.57,4.61,2.85,06/07/15
1.13,Ideal,6,SI2,61.7,57,"$4,307",6.59,6.7,4.13,13/02/02
2.01,Fair,4,SI1,70.6,64,"$18,574",7.43,6.64,4.69,18/02/13
0.39,Premium,4,VS2,61.2,60,"$1,009",4.73,4.68,2.88,09/11/04
0.34,Ideal,2,IF,61.7,56,"$1,243",4.48,4.46,2.76,21/02/17
0.4,Ideal,5,SI2,62.6,55,$540,4.7,4.72,2.95,05/03/16
0.71,Good,3,SI1,64.3,57,"$2,125",5.62,5.55,3.59,25/03/09
0.31,Very Good,3,VS1,59.7,55,$679,4.42,4.46,2.65,08/11/15
0.71,Very Good,3,VS1,62.6,55,"$2,893",5.66,5.71,3.56,06/12/17
1,Premium,3,VVS2,59.9,60,"$8,448",6.46,6.5,3.88,05/04/16
0.7,Very Good,3,VVS2,61.3,59,"$3,974",5.69,5.73,3.5,03/01/17
0.36,Ideal,2,VS2,61.9,56,"$1,013",4.59,4.56,2.83,05/11/04
0.41,Very Good,4,VS1,61.5,58,$899,4.76,4.8,2.94,20/05/09
1,Good,2,SI2,61.5,64,"$4,077",6.29,6.22,3.85,15/05/13
2.07,Good,6,VS2,61.8,61,"$18,707",8.12,8.16,5.03,04/01/99
0.9,Very Good,5,SI2,61.1,63,"$3,160",6.12,6.19,3.76,03/07/09
